													0.806591931	1.747260787	0.184406952	-0.310089138	0.805094953	-2.439043559							
P54578	UBP14_HUMAN	USP14	Ubiquitin carboxyl-terminal hydrolase 14	16	16	4.33E+06	HUMAN	3621560	22.04555238	21.78817985	-0.257372533	0.836610185	0.836610185			-0.257372533			P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	29	22	1.65E+06
P54619	AAKG1_HUMAN	PRKAG1	5'-AMP-activated protein kinase subunit gamma-1	8	7	1.27E+06	HUMAN	872589	20.27174341	19.73494276	-0.536800648	0.689297817	0.689297817			-0.536800648			P33195	GCSP_ECOLI	gcvP	Glycine dehydrogenase (decarboxylating)	7	7	474228
P54709	AT1B3_HUMAN	ATP1B3	Sodium/potassium-transporting ATPase subunit beta-3	12	12	4.71E+06	HUMAN	3991300	22.16632125	21.92842729	-0.237893961	0.84798229	0.84798229			-0.237893961			P33201	MRT4_YEAST	MRT4	Ribosome assembly factor MRT4	9	9	3.94E+06
P54725	RD23A_HUMAN	RAD23A	UV excision repair protein RAD23 homolog A	4	4	2.91E+06	HUMAN	3311430	21.47227535	21.65902293	0.186747578	1.138194867	1.138194867			0.186747578			P33202	UFD4_YEAST	UFD4	Ubiquitin fusion degradation protein 4	16	16	503875
P54727	RD23B_HUMAN	RAD23B	UV excision repair protein RAD23 homolog B	10	7	9.19E+06	HUMAN	13223600	23.13140107	23.65661165	0.525210581	1.439143627	1.439143627			0.525210581			P33203	PRP40_YEAST	PRP40	Pre-mRNA-processing protein PRP40	2	2	136444
P54760	EPHB4_HUMAN	EPHB4	Ephrin type-B receptor 4	3	2	8377.08	HUMAN		13.03223174										P33204	ARPC4_YEAST	ARC19	Actin-related protein 2/3 complex subunit 4	3	3	3.13E+06
P54802	ANAG_HUMAN	NAGLU	Alpha-N-acetylglucosaminidase	3	3	135506	HUMAN	427006	17.04799721	18.70389682	1.655899608	3.151196257	3.151196257			1.655899608			P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	9	5	2.05E+06
P54819	KAD2_HUMAN	AK2	"Adenylate kinase 2, mitochondrial"	11	10	1.11E+07	HUMAN	19331200	23.40749651	24.20442786	0.796931353	1.737401699	1.737401699			0.796931353			P33296	UBC6_YEAST	UBC6	Ubiquitin-conjugating enzyme E2 6	1	1	3311.17
P54826	GAS1_HUMAN	GAS1	Growth arrest-specific protein 1	1	1	1256.78	HUMAN		10.29551641										P33297	PRS6A_YEAST	RPT5	26S proteasome regulatory subunit 6A	12	12	6.03E+06
P54852	EMP3_HUMAN	EMP3	Epithelial membrane protein 3	1	1	50351.8	HUMAN	432882	15.61975573	18.72361429	3.103858554	8.597150449	8.597150449			3.103858554			P33298	PRS6B_YEAST	RPT3	26S proteasome regulatory subunit 6B homolog	6	6	6.04E+06
P54886	P5CS_HUMAN	ALDH18A1	Delta-1-pyrroline-5-carboxylate synthase	20	20	3.16E+06	HUMAN	3173710	21.59254737	21.59773888	0.005191505	1.00360496	1.00360496			0.005191505			P33299	PRS7_YEAST	RPT1	26S proteasome regulatory subunit 7 homolog	11	11	2.56E+06
P54920	SNAA_HUMAN	NAPA	Alpha-soluble NSF attachment protein	13	12	924917	HUMAN	886060	19.81896438	19.75704487	-0.061919512	0.957988663	0.957988663			-0.061919512			P33301	XRS2_YEAST	XRS2	DNA repair protein XRS2	1	1	8319.38
P55010	IF5_HUMAN	EIF5	Eukaryotic translation initiation factor 5	16	16	3.70E+06	HUMAN	3201260	21.81884817	21.61020842	-0.208639747	0.865352749	0.865352749			-0.208639747			P33302	PDR5_YEAST	PDR5	Pleiotropic ABC efflux transporter of multiple drugs	35	25	1.40E+07
P55011	S12A2_HUMAN	SLC12A2	Solute carrier family 12 member 2	7	7	2.97E+06	HUMAN	74581.1	21.50033522	16.18652246	-5.31381276	0.025141024	0.025141024			-5.31381276			P33307	CSE1_YEAST	CSE1	Importin alpha re-exporter	17	17	719185
P55017	S12A3_HUMAN	SLC12A3	Solute carrier family 12 member 3	1	1	1849.92	HUMAN		10.85324717										P33309	DOM34_YEAST	DOM34	Protein DOM34	8	8	1.30E+06
P55036	PSMD4_HUMAN	PSMD4	26S proteasome non-ATPase regulatory subunit 4	9	7	2.29E+06	HUMAN	1362820	21.12477258	20.37816359	-0.746608989	0.596002799	0.596002799			-0.746608989			P33311	MDL2_YEAST	MDL2	"ATP-dependent permease MDL2, mitochondrial"	4	4	32981
P55039	DRG2_HUMAN	DRG2	Developmentally-regulated GTP-binding protein 2	5	5	4.46E+06	HUMAN	3143210	22.08952419	21.58380723	-0.505716956	0.704310279	0.704310279			-0.505716956			P33313	CNS1_YEAST	CNS1	Hsp70/Hsp90 co-chaperone CNS1	8	8	1.22E+06
P55058	PLTP_HUMAN	PLTP	Phospholipid transfer protein	1	1	993206	HUMAN	608782	19.92173345	19.21556618	-0.706167274	0.612946358	0.612946358			-0.706167274			P33314	BUD2_YEAST	BUD2	Inhibitory regulator protein BUD2/CLA2	5	5	166463
P55060	XPO2_HUMAN	CSE1L	Exportin-2	28	28	1.13E+07	HUMAN	24624400	23.43082769	24.55358524	1.122757542	2.17762803	2.17762803			1.122757542			P33315	TKT2_YEAST	TKL2	Transketolase 2	2	2	43603
P55061	BI1_HUMAN	TMBIM6	Bax inhibitor 1	2	2	1.59E+06	HUMAN	746016	20.59940621	19.50884705	-1.090559162	0.469579339	0.469579339			-1.090559162			P33316	DUT_HUMAN	DUT	"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial"	9	9	5.81E+06
P55072	TERA_HUMAN	VCP	Transitional endoplasmic reticulum ATPase	39	34	2.44E+07	HUMAN	32361600	24.53846675	24.9477796	0.409312853	1.328053119	1.328053119			0.409312853			P33317	DUT_YEAST	DUT1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	4	4	3.05E+06
P55081	MFAP1_HUMAN	MFAP1	Microfibrillar-associated protein 1	4	4	394336	HUMAN	327923	18.5890659	18.32299757	-0.26606833	0.831582711	0.831582711			-0.26606833			P33322	CBF5_YEAST	CBF5	H/ACA ribonucleoprotein complex subunit CBF5	12	12	7.56E+06
P55084	ECHB_HUMAN	HADHB	"Trifunctional enzyme subunit beta, mitochondrial"	17	17	5.31E+06	HUMAN	4124410	22.33936725	21.97575632	-0.363610925	0.777216845	0.777216845			-0.363610925			P33324	YKJ1_YEAST	YKL091C	CRAL-TRIO domain-containing protein YKL091C	11	11	3.38E+06
P55145	MANF_HUMAN	MANF	Mesencephalic astrocyte-derived neurotrophic factor	7	7	9.95E+06	HUMAN	3571480	23.2467464	21.76809061	-1.478655785	0.358822986	0.358822986			-1.478655785			P33327	DHE2_YEAST	GDH2	NAD-specific glutamate dehydrogenase	18	18	2.14E+06
P55196	AFAD_HUMAN	AFDN	Afadin	6	6	245108	HUMAN		17.90305805										P33328	SNC2_YEAST	SNC2	Synaptobrevin homolog 2	2	2	2.26E+06
P55199	ELL_HUMAN	ELL	RNA polymerase II elongation factor ELL	3	3	11056.6	HUMAN		13.43262019										P33329	PPZ2_YEAST	PPZ2	Serine/threonine-protein phosphatase PP-Z2	3	3	1.71E+06
P55209	NP1L1_HUMAN	NAP1L1	Nucleosome assembly protein 1-like 1	3	3	8.85E+06	HUMAN	7135990	23.07645518	22.76668216	-0.309773015	0.806768681	0.806768681			-0.309773015			P33330	SERC_YEAST	SER1	Phosphoserine aminotransferase	11	11	1.67E+07
P55210	CASP7_HUMAN	CASP7	Caspase-7	2	2	74496.4	HUMAN	111304	16.18488309	16.76414592	0.579262826	1.49408562	1.49408562			0.579262826			P33331	NTF2_YEAST	NTF2	Nuclear transport factor 2	3	3	3.04E+07
P55211	CASP9_HUMAN	CASP9	Caspase-9	3	3	135928	HUMAN	171873	17.05248314	17.3909834	0.338500256	1.264441469	1.264441469			0.338500256			P33332	SEC3_YEAST	SEC3	Exocyst complex component SEC3	15	15	7.28E+06
P55212	CASP6_HUMAN	CASP6	Caspase-6	3	3	244061	HUMAN		17.89688225										P33333	PLSC_YEAST	SLC1	1-acyl-sn-glycerol-3-phosphate acyltransferase	8	8	5.08E+06
P55263	ADK_HUMAN	ADK	Adenosine kinase	12	12	3.83E+06	HUMAN	1862590	21.86788802	20.82887871	-1.039009313	0.486661546	0.486661546			-1.039009313			P33334	PRP8_YEAST	PRP8	Pre-mRNA-splicing factor 8	5	5	62496.2
P55265	DSRAD_HUMAN	ADAR	Double-stranded RNA-specific adenosine deaminase	33	33	9.60E+06	HUMAN	4317980	23.19429336	22.04192513	-1.152368233	0.449886121	0.449886121			-1.152368233			P33338	SLA2_YEAST	SLA2	Protein SLA2	20	20	2.29E+06
P55327	TPD52_HUMAN	TPD52	Tumor protein D52	6	6	2.80E+06	HUMAN	4246430	21.41754146	22.01781904	0.600277581	1.516008225	1.516008225			0.600277581			P33339	TFC4_YEAST	TFC4	Transcription factor tau 131 kDa subunit	3	3	1.10E+06
P55347	PKNX1_HUMAN	PKNOX1	Homeobox protein PKNOX1	1	1	6325.75	HUMAN	7511.55	12.62702082	12.87489492	0.247874097	1.187456033	1.187456033			0.247874097			P33362	YEHZ_ECOLI	yehZ	Glycine betaine-binding protein YehZ	1	1	383174
P55735	SEC13_HUMAN	SEC13	Protein SEC13 homolog	8	8	5.08E+06	HUMAN	3846770	22.2760818	21.87521614	-0.400865655	0.757403685	0.757403685			-0.400865655			P33399	LHP1_YEAST	LHP1	La protein homolog	6	6	2.45E+06
P55769	NH2L1_HUMAN	SNU13	NHP2-like protein 1	6	6	6.16E+06	HUMAN	4712680	22.55336258	22.16811629	-0.385246292	0.765648278	0.765648278			-0.385246292			P33401	PGM1_YEAST	PGM1	Phosphoglucomutase 1	14	14	4.39E+06
P55786	PSA_HUMAN	NPEPPS	Puromycin-sensitive aminopeptidase	32	20	3.56E+07	HUMAN	27936100	25.08719639	24.73562729	-0.351569093	0.783731239	0.783731239			-0.351569093			P33411	PRP18_YEAST	PRP18	Pre-mRNA-splicing factor 18	1	1	76513.2
P55789	ALR_HUMAN	GFER	FAD-linked sulfhydryl oxidase ALR	2	2	61288.1	HUMAN		15.90331936										P33412	ECT1_YEAST	ECT1	Ethanolamine-phosphate cytidylyltransferase	3	3	2.49E+06
P55795	HNRH2_HUMAN	HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2	6	6	3.56E+06	HUMAN	1935270	21.763154	20.88410343	-0.879050572	0.543725135	0.543725135			-0.879050572			P33416	HSP78_YEAST	HSP78	"Heat shock protein 78, mitochondrial"	24	24	4.65E+06
P55809	SCOT1_HUMAN	OXCT1	"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial"	13	12	1.27E+07	HUMAN	1917760	23.59939259	20.87099075	-2.728401834	0.15089304	0.15089304			-2.728401834			P33417	IXR1_YEAST	IXR1	Intrastrand cross-link recognition protein	2	2	399256
P55854	SUMO3_HUMAN	SUMO3	Small ubiquitin-related modifier 3	2	1	2.09E+07	HUMAN	17109200	24.31615721	24.02826897	-0.287888246	0.819100145	0.819100145			-0.287888246			P33418	XPOT_YEAST	LOS1	Exportin-T	5	5	92210.1
P55884	EIF3B_HUMAN	EIF3B	Eukaryotic translation initiation factor 3 subunit B	26	26	6.12E+06	HUMAN	6122280	22.54449662	22.5456376	0.001140981	1.000791181	1.000791181			0.001140981			P33421	SDH3_YEAST	SDH3	"Succinate dehydrogenase [ubiquinone] cytochrome b subunit, mitochondrial"	1	1	617686
P55957	BID_HUMAN	BID	BH3-interacting domain death agonist	2	2	364340	HUMAN	208944	18.47492587	17.67275681	-0.802169063	0.573486304	0.573486304			-0.802169063			P33441	MFT1_YEAST	MFT1	THO complex subunit MFT1	5	5	467147
P56181	NDUV3_HUMAN	NDUFV3	"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial"	1	1	122322	HUMAN		16.90032437										P33442	RS3A1_YEAST	RPS1A	Small ribosomal subunit protein eS1A	2	2	6.90E+07
P56182	RRP1_HUMAN	RRP1	Ribosomal RNA processing protein 1 homolog A	15	15	1.74E+07	HUMAN	29133700	24.05043491	24.7961856	0.74575069	1.67684657	1.67684657			0.74575069			P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1	12	12	509959
P56192	SYMC_HUMAN	MARS1	"Methionine--tRNA ligase, cytoplasmic"	20	20	9.71E+06	HUMAN	9409630	23.21074565	23.16570656	-0.045039085	0.969263557	0.969263557			-0.045039085			P33570	TKT2_ECOLI	tktB	Transketolase 2	2	2	13712.9
P56199	ITA1_HUMAN	ITGA1	Integrin alpha-1	20	20	2.58E+06	HUMAN	2011690	21.29686357	20.93997657	-0.356886996	0.780847653	0.780847653			-0.356886996			P33734	HIS5_YEAST	HIS7	Imidazole glycerol phosphate synthase hisHF	22	22	2.98E+06
P56211	ARP19_HUMAN	ARPP19	cAMP-regulated phosphoprotein 19	3	3	2.41E+06	HUMAN	1940690	21.20288069	20.88813825	-0.314742436	0.803994515	0.803994515			-0.314742436			P33748	MSN2_YEAST	MSN2	Zinc finger protein MSN2	3	3	86204.5
P56270	MAZ_HUMAN	MAZ	Myc-associated zinc finger protein	1	1	94538.2	HUMAN	4154.96	16.52860978	12.02061887	-4.507990903	0.043950065	0.043950065			-4.507990903			P33749	MSN4_YEAST	MSN4	Zinc finger protein MSN4	4	4	118244
P56277	CMC4_HUMAN	CMC4	Cx9C motif-containing protein 4	1	1	1.58E+06	HUMAN		20.58928174										P33750	DCA13_YEAST	SOF1	Protein SOF1	7	7	1.96E+07
P56377	AP1S2_HUMAN	AP1S2	AP-1 complex subunit sigma-2	2	2	386662	HUMAN		18.56071346										P33753	TRM2_YEAST	TRM2	tRNA (uracil(54)-C(5))-methyltransferase	1	1	42557.8
P56378	ATP68_HUMAN	ATP5MPL	"ATP synthase subunit ATP5MPL, mitochondrial"	2	2	789099	HUMAN		19.58984679										P33754	SEC66_YEAST	SEC66	Translocation protein SEC66	7	7	1.72E+06
P56381;Q5VTU8	AT5EL_HUMAN;ATP5E_HUMAN	ATP5F1E;ATP5F1EP2	"ATP synthase subunit epsilon, mitochondrial"	1	0	2.90E+06	HUMAN	2853000	21.46561523	21.44404832	-0.02156691	0.985162139	0.985162139			-0.02156691			P33755	NPL4_YEAST	NPL4	Nuclear protein localization protein 4	14	14	1.11E+06
P56385	ATP5I_HUMAN	ATP5ME	"ATP synthase subunit e, mitochondrial"	3	3	5.58E+06	HUMAN	5880820	22.41169148	22.4875859	0.075894419	1.054014285	1.054014285			0.075894419			P33760	PEX6_YEAST	PEX6	Peroxisomal ATPase PEX6	2	2	1.04E+06
P56537	IF6_HUMAN	EIF6	Eukaryotic translation initiation factor 6	8	8	8.64E+06	HUMAN	7407270	23.0431024	22.82051049	-0.222591905	0.857024347	0.857024347			-0.222591905			P33767	OSTB_YEAST	WBP1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1	12	12	4.31E+06
P56545	CTBP2_HUMAN	CTBP2	C-terminal-binding protein 2	9	6	2.11E+06	HUMAN	1247690	21.00636854	20.2508281	-0.755540446	0.592324454	0.592324454			-0.755540446			P33775	PMT1_YEAST	PMT1	Dolichyl-phosphate-mannose--protein mannosyltransferase 1	13	13	4.96E+06
P56556	NDUA6_HUMAN	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	4	4	2.09E+06	HUMAN	1876160	20.99329639	20.83935144	-0.153944952	0.89878942	0.89878942			-0.153944952			P33891	TIP20_YEAST	TIP20	Protein transport protein TIP20	5	5	797286
P56589	PEX3_HUMAN	PEX3	Peroxisomal biogenesis factor 3	2	2	47171.9	HUMAN	113826	15.52564009	16.79647061	1.270830518	2.413004352	2.413004352			1.270830518			P33892	GCN1_YEAST	GCN1	eIF-2-alpha kinase activator GCN1	63	62	1.07E+07
P56937	DHB7_HUMAN	HSD17B7	3-keto-steroid reductase	1	1	12141.8	HUMAN		13.56769469										P33894	STE13_YEAST	STE13	Dipeptidyl aminopeptidase A	10	10	736400
P56945	BCAR1_HUMAN	BCAR1	Breast cancer anti-estrogen resistance protein 1	3	3	228028	HUMAN	7412.05	17.79885146	12.8556569	-4.943194563	0.032504999	0.032504999			-4.943194563			P33895	NUF2_YEAST	NUF2	Kinetochore protein NUF2	4	4	2.13E+06
P56962	STX17_HUMAN	STX17	Syntaxin-17	1	1	215025	HUMAN	85758.5	17.71414488	16.38799205	-1.326152828	0.398830369	0.398830369			-1.326152828			P33897	ABCD1_HUMAN	ABCD1	ATP-binding cassette sub-family D member 1	6	5	101692
P57060	RWD2B_HUMAN	RWDD2B	RWD domain-containing protein 2B	1	1	88134.8	HUMAN		16.42742416										P33981	TTK_HUMAN	TTK	Dual specificity protein kinase TTK	1	1	16762.8
P57076	CF298_HUMAN	CFAP298	Cilia- and flagella-associated protein 298	3	3	1.92E+06	HUMAN	1555300	20.87291531	20.56876146	-0.304153853	0.809917097	0.809917097			-0.304153853			P33991	MCM4_HUMAN	MCM4	DNA replication licensing factor MCM4	21	21	3.33E+06
P57081	WDR4_HUMAN	WDR4	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4	4	4	1.16E+06	HUMAN	190435	20.15087032	17.53893913	-2.611931185	0.163580061	0.163580061			-2.611931185			P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5	29	29	9.21E+06
P57088	TMM33_HUMAN	TMEM33	Transmembrane protein 33	7	7	2.85E+06	HUMAN	2683990	21.44321371	21.35594787	-0.087265843	0.941304996	0.941304996			-0.087265843			P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	20	20	6.16E+06
P57105	SYJ2B_HUMAN	SYNJ2BP	Synaptojanin-2-binding protein	5	5	1.34E+06	HUMAN	945627	20.34960736	19.8509117	-0.498695654	0.707746368	0.707746368			-0.498695654			P34072	MKS1_YEAST	MKS1	Negative regulator of RAS-cAMP pathway	4	4	1.23E+06
P57678	GEMI4_HUMAN	GEMIN4	Gem-associated protein 4	13	13	1.46E+06	HUMAN	2523210	20.47665722	21.26682885	0.790171633	1.729280178	1.729280178			0.790171633			P34077	NIC96_YEAST	NIC96	Nucleoporin NIC96	18	18	2.35E+06
P57721	PCBP3_HUMAN	PCBP3	Poly(rC)-binding protein 3	1	1	64370.1	HUMAN	77872.6	15.97410309	16.24882818	0.274725085	1.209763539	1.209763539			0.274725085			P34078	LTV1_YEAST	LTV1	Protein LTV1	3	3	591060
P57737	CORO7_HUMAN	CORO7	Coronin-7	3	3	102318	HUMAN	191637	16.64270044	17.54801661	0.905316165	1.872954905	1.872954905			0.905316165			P34087	RPB7_YEAST	RPB7	DNA-directed RNA polymerase II subunit RPB7	3	3	1.76E+06
P57740	NU107_HUMAN	NUP107	Nuclear pore complex protein Nup107	18	18	463681	HUMAN	942823	18.82277309	19.84662743	1.023854342	2.033344045	2.033344045			1.023854342			P34110	VPS35_YEAST	VPS35	Vacuolar protein sorting-associated protein 35	16	16	753265
P57764	GSDMD_HUMAN	GSDMD	Gasdermin-D	2	2	141370	HUMAN	1033920	17.10911647	19.97969313	2.870576656	7.313574309	7.313574309			2.870576656			P34111	TFC3_YEAST	TFC3	Transcription factor tau 138 kDa subunit	6	6	62841.5
P57772	SELB_HUMAN	EEFSEC	Selenocysteine-specific elongation factor	13	13	641984	HUMAN	342256	19.29217782	18.38471631	-0.907461509	0.533122321	0.533122321			-0.907461509			P34160	NCBP1_YEAST	STO1	Nuclear cap-binding protein complex subunit 1	14	14	2.64E+06
P58004	SESN2_HUMAN	SESN2	Sestrin-2	2	2	74860.2	HUMAN		16.19191128										P34162	MED20_YEAST	SRB2	Mediator of RNA polymerase II transcription subunit 20	5	5	6.24E+06
P58107	EPIPL_HUMAN	EPPK1	Epiplakin	31	31	596199	HUMAN	640078	19.18543443	19.2878882	0.102453767	1.073597909	1.073597909			0.102453767			P34163	TGL1_YEAST	TGL1	Sterol esterase TGL1	11	11	1.32E+06
P58546	MTPN_HUMAN	MTPN	Myotrophin	3	3	3.14E+06	HUMAN	3274010	21.58437168	21.6426273	0.058255621	1.041206065	1.041206065			0.058255621			P34164	SIP2_YEAST	SIP2	SNF1 protein kinase subunit beta-2	5	5	997186
P58557	YBEY_HUMAN	YBEY	Endoribonuclease YbeY	2	2	629761	HUMAN	126507	19.26444489	16.94885769	-2.315587201	0.200880969	0.200880969			-2.315587201			P34167	IF4B_YEAST	TIF3	Eukaryotic translation initiation factor 4B	22	22	9.81E+06
P59190	RAB15_HUMAN	RAB15	Ras-related protein Rab-15	1	1	2.38E+07	HUMAN	21449000	24.50345164	24.35440705	-0.149044585	0.901847507	0.901847507			-0.149044585			P34216	EDE1_YEAST	EDE1	EH domain-containing and endocytosis protein 1	33	33	4.68E+06
P59998	ARPC4_HUMAN	ARPC4	Actin-related protein 2/3 complex subunit 4	5	5	6.62E+06	HUMAN	4952910	22.65836928	22.23984498	-0.418524301	0.748189539	0.748189539			-0.418524301			P34217	PIN4_YEAST	PIN4	RNA-binding protein PIN4	9	9	1.02E+06
P60002	ELOF1_HUMAN	ELOF1	Transcription elongation factor 1 homolog	1	1	516532	HUMAN	166868	18.9784982	17.34834779	-1.630150411	0.323054525	0.323054525			-1.630150411			P34220	YBF5_YEAST	YBL055C	Deoxyribonuclease Tat-D	7	7	1.46E+06
P60033	CD81_HUMAN	CD81	CD81 antigen	2	2	43325.7	HUMAN	10498.5	15.40293544	13.35789559	-2.045039845	0.242315762	0.242315762			-2.045039845			P34221	PP2C3_YEAST	PTC3	Protein phosphatase 2C homolog 3	6	6	1.36E+06
P60059	SC61G_HUMAN	SEC61G	Protein transport protein Sec61 subunit gamma	1	1	688167	HUMAN	496769	19.39239919	18.92221562	-0.470183564	0.721872743	0.721872743			-0.470183564			P34222	PTH2_YEAST	PTH2	Peptidyl-tRNA hydrolase 2	4	4	1.13E+06
P60174	TPIS_HUMAN	TPI1	Triosephosphate isomerase	16	16	8.05E+07	HUMAN	68053300	26.26293163	26.02016179	-0.242769842	0.845121199	0.845121199			-0.242769842			P34223	UBX1_YEAST	SHP1	UBX domain-containing protein 1	17	17	4.67E+06
P60228	EIF3E_HUMAN	EIF3E	Eukaryotic translation initiation factor 3 subunit E	16	16	6.54E+06	HUMAN	3401840	22.6406077	21.69788386	-0.942723847	0.520249707	0.520249707			-0.942723847			P34226	SKT5_YEAST	SKT5	Chitin synthase regulator SKT5	2	2	204996
P60468	SC61B_HUMAN	SEC61B	Protein transport protein Sec61 subunit beta	3	3	6.55E+06	HUMAN	4252630	22.64357439	22.01992391	-0.623650478	0.649026604	0.649026604			-0.623650478			P34227	PRX1_YEAST	PRX1	"Peroxiredoxin PRX1, mitochondrial"	8	8	8.37E+06
P60484	PTEN_HUMAN	PTEN	"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN"	3	3	105648	HUMAN	45712.1	16.68890593	15.48028848	-1.208617454	0.432683061	0.432683061			-1.208617454			P34228	SEF1_YEAST	SEF1	Putative transcription factor SEF1	1	1	336929
P60510	PP4C_HUMAN	PPP4C	Serine/threonine-protein phosphatase 4 catalytic subunit	4	3	584749	HUMAN	253228	19.15745796	17.95007741	-1.207380554	0.433054182	0.433054182			-1.207380554			P34231	YKS7_YEAST	YKL187C	Uncharacterized protein YKL187C	1	1	1485.78
P60520	GBRL2_HUMAN	GABARAPL2	Gamma-aminobutyric acid receptor-associated protein-like 2	2	1	2.84E+06	HUMAN		21.43694634										P34232	MTR2_YEAST	MTR2	mRNA transport regulator MTR2	3	3	1.80E+06
P60602	ROMO1_HUMAN	ROMO1	Reactive oxygen species modulator 1	1	1	549533	HUMAN	408649	19.06784659	18.64050268	-0.427343915	0.743629591	0.743629591			-0.427343915			P34237	CASP_YEAST	COY1	Protein CASP	17	17	1.70E+06
P60604	UB2G2_HUMAN	UBE2G2	Ubiquitin-conjugating enzyme E2 G2	1	1	105674	HUMAN	6444.01	16.68926093	12.65374302	-4.035517917	0.06098009	0.06098009			-4.035517917			P34240	ZRT3_YEAST	ZRT3	Zinc-regulated transporter 3	3	3	112049
P60660	MYL6_HUMAN	MYL6	Myosin light polypeptide 6	5	5	1.54E+07	HUMAN	12092700	23.88041234	23.52763306	-0.352779274	0.783074094	0.783074094			-0.352779274			P34241	URB1_YEAST	URB1	Nucleolar pre-ribosomal-associated protein 1	18	18	7.14E+07
P60709	ACTB_HUMAN	ACTB	"Actin, cytoplasmic 1"	9	1	9.33E+08	HUMAN	837869000	29.79673733	29.64214946	-0.154587875	0.898388973	0.898388973			-0.154587875			P34243	HCS1_YEAST	HCS1	DNA polymerase alpha-associated DNA helicase A	5	5	1.14E+06
P60842	IF4A1_HUMAN	EIF4A1	Eukaryotic initiation factor 4A-I	15	9	4.99E+07	HUMAN	46890500	25.57179326	25.48279233	-0.08900093	0.940173596	0.940173596			-0.08900093			P34246	MTC2_YEAST	MTC2	Maintenance of telomere capping protein 2	1	1	55408.6
P60866	RS20_HUMAN	RPS20	40S ribosomal protein S20	4	4	7.97E+07	HUMAN	68535900	26.24744994	26.03035655	-0.217093385	0.860296942	0.860296942			-0.217093385			P34247	UTP11_YEAST	UTP11	U3 small nucleolar RNA-associated protein 11	3	3	8.25E+06
P60891	PRPS1_HUMAN	PRPS1	Ribose-phosphate pyrophosphokinase 1	12	5	6.01E+06	HUMAN	4430500	22.51979508	22.07903809	-0.440756988	0.736747933	0.736747933			-0.440756988			P34248	YKK0_YEAST	YKL100C	Probable intramembrane protease YKL100C	7	7	1.34E+06
P60900	PSA6_HUMAN	PSMA6	Proteasome subunit alpha type-6	10	10	1.76E+07	HUMAN	14784300	24.06555945	23.8175626	-0.247996847	0.842064794	0.842064794			-0.247996847			P34250	SEG2_YEAST	SEG2	Eisosome protein SEG2	5	5	2.44E+06
P60903	S10AA_HUMAN	S100A10	Protein S100-A10	3	3	2.45E+07	HUMAN	20384000	24.54696721	24.28093385	-0.266033363	0.831602867	0.831602867			-0.266033363			P34253	KTI12_YEAST	KTI12	Protein KTI12	6	6	368018
P60953	CDC42_HUMAN	CDC42	Cell division control protein 42 homolog	7	6	1.58E+07	HUMAN	14718100	23.91066103	23.81108811	-0.099572921	0.933309237	0.933309237			-0.099572921			P34730	BMH2_YEAST	BMH2	Protein BMH2	3	3	1.72E+07
P60981	DEST_HUMAN	DSTN	Destrin	7	7	1.51E+07	HUMAN	16177700	23.84847509	23.94750318	0.099028085	1.071051673	1.071051673			0.099028085			P34756	FAB1_YEAST	FAB1	1-phosphatidylinositol 3-phosphate 5-kinase FAB1	6	6	2.88E+06
