Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251031173233.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251101011756.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251101093153.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251031190108.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251031234918.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251101070439.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251031202946.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251101024632.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251101083316.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251031212821.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251101060602.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251101034509.raw
P0A7Z4		rpoA		3	3	2.62707e+06	2.4754e+06	2.23762e+06	8.61591e+06	1.00897e+07	9.6422e+06	4.13228e+06	3.4114e+06	2.24803e+06	1.16834e+07	1.11002e+07	1.08605e+07
P0A836		sucC		4	4	2.962e+06	4.67413e+06	3.29534e+06	2.23196e+07	1.98303e+07	1.90245e+07	4.14142e+06	3.15665e+06	4.96483e+06	2.09883e+07	1.94098e+07	1.95463e+07
P0A850		tig		2	2	6.39622e+06	6.67555e+06	6.54774e+06	2.23564e+07	2.21053e+07	2.36383e+07	5.10968e+06	4.75385e+06	5.28755e+06	2.07133e+07	2.00028e+07	1.89529e+07
P0A853		tnaA		18	18	6.3839e+07	7.67629e+07	6.73334e+07	3.64315e+08	3.67671e+08	3.68869e+08	7.59001e+07	7.25258e+07	7.44987e+07	3.11346e+08	3.14934e+08	3.11294e+08
P0A862		tpx		2	2	6.06846e+06	7.11172e+06	5.80045e+06	3.32308e+07	3.33777e+07	3.01171e+07	9.3436e+06	6.67e+06	7.09567e+06	2.87816e+07	2.84562e+07	2.73298e+07
P0A870		talB		2	2		583316	755027	1.36864e+07	1.21009e+07	9.7718e+06	1.45834e+06	1.09282e+06	1.38092e+06	1.09054e+07	1.08925e+07	9.7405e+06
P0A8E7		yajQ		1	1				789236	908973	955266				1.83179e+06	2.35892e+06	1.61251e+06
P0A8F0		upp		1	1				1.61805e+06	1.61299e+06	1.14139e+06	153531		204222	1.55216e+06	1.7424e+06	1.51881e+06
P0A8G6		wrbA		1	1	700614	1.57421e+06	1.09808e+06	9.16017e+06	9.83139e+06	9.65785e+06	2.67628e+06	2.53233e+06	2.26216e+06	9.98768e+06	9.50665e+06	9.05728e+06
P0A8T7		rpoC		2	2				4.5236e+06	7.8596e+06	6.71855e+06				9.91496e+06	9.33539e+06	9.29342e+06
P0A8V2		rpoB		2	2				6.51177e+06	5.58102e+06	4.74963e+06				7.57031e+06	7.98352e+06	7.4247e+06
P0A910		ompA		1	1	740622		1.06025e+06	2.32066e+06	3.2637e+06	2.78722e+06	1.98879e+06	1.64083e+06	1.08054e+06	4.55459e+06	4.6211e+06	4.06837e+06
P0A955		eda		3	3	4.77985e+06	6.37867e+06	6.04566e+06	2.85041e+07	2.86007e+07	2.84843e+07	6.31635e+06	6.3477e+06	6.008e+06	2.44415e+07	2.43172e+07	2.25212e+07
P0A9B2		gapA		6	5	1.14398e+07	1.51849e+07	1.33333e+07	7.53808e+07	7.44422e+07	8.26549e+07	1.69732e+07	1.6848e+07	1.6822e+07	6.83074e+07	6.94479e+07	6.34138e+07
P0A9C5		glnA		1	1	908086	892879	427890	5.70953e+06	5.35138e+06	5.13595e+06	1.39433e+06	1.56767e+06	1.58826e+06	5.96212e+06	6.23803e+06	5.65206e+06
P0A9D8		dapD		2	2				4.47804e+06	4.9865e+06	3.31517e+06	2.04873e+06	1.84185e+06	1.04168e+06	6.337e+06	6.19213e+06	5.85495e+06
P0A9G6		aceA		3	3	2.06094e+06	3.89602e+06	4.03023e+06	3.10021e+07	2.4688e+07	2.40221e+07	3.61194e+06	4.51046e+06	5.34933e+06	2.3132e+07	2.1981e+07	2.19822e+07
P0A9L3		fklB		1	1	461532	700934	525793	2.97949e+06	2.81793e+06	3.26428e+06	574018		428496	3.1422e+06	3.50844e+06	3.16936e+06
P0A9P0		lpdA		3	3	2.16867e+06	2.46202e+06	3.16358e+06	1.1705e+07	9.66333e+06	1.15816e+07	2.24848e+06	2.76301e+06	2.81858e+06	1.2554e+07	1.22858e+07	1.07136e+07
P0A9Q7		adhE		3	3	579883	703052	596531	6.83516e+06	4.5116e+06	5.74174e+06		1.64071e+06	2.26569e+06	7.45735e+06	7.92304e+06	7.80246e+06
P0A9Y6		cspC		2	2	1.71386e+07	2.96974e+07	2.49845e+07	1.00267e+08	7.05759e+07	1.07419e+08	2.12928e+07	2.16369e+07	1.90671e+07	8.20129e+07	8.62974e+07	7.72238e+07
P0AA04		ptsH		2	2				7.04898e+06	7.68337e+06	8.28355e+06	2.39836e+06	1.93688e+06	2.26428e+06	9.70611e+06	9.63654e+06	9.09141e+06
P0AA25		trxA		3	3	5.98424e+06	3.87815e+06	4.52664e+06	1.83052e+07	1.76205e+07	1.76862e+07	3.90451e+06	5.09764e+06	3.78218e+06	1.58026e+07	1.57041e+07	1.41952e+07
P0AB71		fbaA		2	2	4.10296e+06	4.18673e+06	4.4696e+06	2.48891e+07	2.71317e+07	2.43347e+07	5.47448e+06	6.44106e+06	7.8108e+06	2.53405e+07	2.35891e+07	2.2319e+07
P0ABB0		atpA		3	3			1.28525e+06	9.35394e+06	1.0284e+07	1.07336e+07			2.70234e+06	1.13861e+07	1.07985e+07	1.00297e+07
P0ABB4		atpD		4	4	1.86701e+06	1.23182e+06	1.41698e+06	1.52031e+07	1.36185e+07	1.48687e+07	3.54914e+06	2.20186e+06	2.78083e+06	1.54784e+07	1.44545e+07	1.41175e+07
P0ABK5		cysK		5	5	4.15487e+06	6.73617e+06	5.03291e+06	2.44754e+07	2.65354e+07	2.60481e+07	8.08504e+06	5.58218e+06	5.23551e+06	2.71371e+07	2.61824e+07	2.5875e+07
P0ABP8		deoD		1	1				6.44442e+06	1.1381e+07	7.36203e+06				1.02566e+07	1.0351e+07	9.62529e+06
P0ABT2		dps		5	5	2.79111e+06			1.02027e+07	1.19463e+07	1.01702e+07			2.00196e+06	1.12181e+07	1.04058e+07	9.86584e+06
P0AC33		fumA		4	3	602741	508268	646567	6.39521e+06	6.0881e+06	6.32854e+06	834134	1.64681e+06	1.85929e+06	6.74675e+06	6.03808e+06	5.7235e+06
P0ACF0		hupA		4	4	8.62766e+06	8.55212e+06	8.76951e+06	8.7682e+07	8.72276e+07	8.70659e+07	1.06563e+07	1.318e+07	1.17826e+07	7.09836e+07	6.68631e+07	7.94788e+07
P0ACF8		hns		5	5		2.08851e+06	831486	1.18851e+07	1.42418e+07	1.37725e+07	1.98456e+06	2.09305e+06	1.6487e+06	1.43608e+07	1.45142e+07	1.6263e+07
P0AD61		pykF		3	3	328330	1.10183e+06	975884	1.07061e+07	1.22246e+07	8.498e+06	1.68984e+06	4.29004e+06	1.3815e+06	9.31176e+06	9.22907e+06	1.11343e+07
P0ADB7		ecnB		1	1				1.21718e+07	1.3362e+07	1.24761e+07	1.72427e+06	979798	3.08302e+06	1.16687e+07	1.06288e+07	1.09417e+07
P0ADY3		rplN		1	1		2.24697e+06	1.9358e+06	6.0682e+06	7.44338e+06	5.22558e+06	1.77201e+06			1.04298e+07	1.02705e+07	9.41964e+06
P0ADY7		rplP		2	2	2.4188e+06	3.15728e+06	4.78262e+06	3.21376e+07	2.70938e+07	2.32061e+07	7.39007e+06	6.60403e+06	7.19206e+06	2.24291e+07	2.22954e+07	2.18561e+07
P0AE08		ahpC		2	2	2.85236e+06	4.00519e+06	5.77745e+06	8.05468e+07	9.28817e+07	6.49934e+07	5.98082e+06	7.55706e+06	5.26904e+06	5.33059e+07	6.05512e+07	4.97589e+07
P0AEE5		mglB		6	6	4.30445e+06	5.87314e+06	4.89965e+06	3.06613e+07	3.04537e+07	3.00576e+07	7.58757e+06	6.97891e+06	7.50745e+06	2.86117e+07	2.64453e+07	2.51361e+07
P0AET2		hdeB		1	1				9.18747e+06	1.06723e+07	5.8428e+06				6.35812e+06	1.2224e+07	1.16558e+07
P0AEU7		skp		1	1	3.37375e+06	6.38062e+06	3.77888e+06	1.44017e+07	1.31174e+07	1.38991e+07	9.69665e+06	1.3516e+07	7.24469e+06	1.7216e+07	1.71797e+07	1.55169e+07
P0AEX9		malE		5	5	9.16699e+06	6.61012e+06	1.00947e+07	5.42092e+07	5.37643e+07	4.10976e+07	1.24306e+07	1.16314e+07	1.30993e+07	3.81893e+07	4.16841e+07	4.00967e+07
P0AF36		zapB		1	1				3.78667e+06	4.02843e+06	4.33423e+06			635067	4.32096e+06	4.66397e+06	3.78808e+06
P0AF93		ridA		1	1	4.53359e+06	6.25869e+06	5.65337e+06	2.31188e+07	2.63702e+07	2.52894e+07	6.7099e+06	8.10474e+06	5.14403e+06	2.30086e+07	2.36545e+07	2.09681e+07
P0AFG3		sucA		1	1				8.54746e+06	8.88649e+06	8.05117e+06				9.04158e+06	9.58602e+06	8.62301e+06
P0AFG6		sucB		2	2	6.00548e+06	7.12055e+06	5.71241e+06	2.25519e+07	2.32981e+07	2.30583e+07	5.18459e+06	7.31022e+06	7.28868e+06	2.41731e+07	2.20058e+07	2.09292e+07
P0AFH8		osmY		5	5	2.26626e+06	4.70148e+06	3.05734e+06	1.93884e+07	1.94208e+07	2.01637e+07	7.33391e+06	1.00945e+07	7.71994e+06	2.14239e+07	2.29089e+07	1.94769e+07
P0AG30		rho		1	1			498317	3.36591e+06	2.99372e+06	2.74906e+06	1.15944e+06	755788		3.97897e+06	3.60643e+06	3.26171e+06
P0AG44		rplQ		2	2	2.66572e+06	7.95189e+06	8.38828e+06	4.50891e+07	4.55384e+07	3.74097e+07	7.76237e+06	8.09376e+06	8.1654e+06	4.03027e+07	4.13795e+07	3.84379e+07
P0AG48		rplU		1	1	8.0681e+06	8.1604e+06	9.89353e+06	6.02316e+07	5.8611e+07	4.3908e+07	6.92343e+06	1.01375e+07	9.26881e+06	3.85514e+07	3.61341e+07	3.6041e+07
P0AG55		rplF		4	4	1.08717e+07	1.14659e+07	1.16986e+07	4.4114e+07	4.05886e+07	4.29998e+07	1.22109e+07	1.06138e+07	1.0846e+07	3.96343e+07	3.95117e+07	3.66691e+07
P0AG67		rpsA		5	5	5.03597e+06	6.38742e+06	4.97635e+06	5.23121e+07	5.15961e+07	4.14543e+07	1.04966e+07	1.05544e+07	1.06137e+07	4.55872e+07	4.57729e+07	4.52213e+07
P0AG86		secB		2	2	1.45397e+06			1.67578e+07	1.45011e+07	1.38573e+07		3.31919e+06	3.25537e+06	1.3069e+07	1.29461e+07	1.13709e+07
P0AGE9		sucD		6	6	2.09459e+06	4.26735e+06	3.27579e+06	2.08156e+07	1.62755e+07	1.81602e+07	6.39087e+06	4.74288e+06	4.40086e+06	2.29519e+07	2.21149e+07	2.13944e+07
P0C0L4		C4A		3	1	5.45037e+07	5.20371e+07	5.12633e+07	5.59123e+07	4.33809e+07	5.33251e+07	6.93719e+07	5.57426e+07	5.77506e+07	6.19668e+07	5.71584e+07	5.93944e+07
P0C0S5		H2AZ1		3	0	1.80556e+09	2.07808e+09	1.83817e+09	1.70393e+09	1.63947e+09	1.79988e+09	2.08628e+09	1.72244e+09	1.7214e+09	1.76706e+09	1.7563e+09	1.58846e+09
P0C0T4		RPS25B		1	0	574622	667429	357317				864102	753734				
P0C0W1		RPS22A		4	0	3.629e+08	3.50825e+08	3.16683e+08	2.32864e+08	2.13389e+08	2.38587e+08	3.44426e+08	3.75977e+08	3.86765e+08	1.88907e+08	2.01008e+08	1.93197e+08
P0C0W9		RPL11A		3	0	5.59995e+08	5.89605e+08	5.02615e+08	2.54818e+08	2.60931e+08	2.64343e+08	4.12206e+08	5.66329e+08	5.43294e+08	2.38236e+08	2.25588e+08	2.07008e+08
P0C0X0		RPS28B		2	0	3.47872e+08	3.71171e+08	3.2656e+08	2.04563e+08	1.8048e+08	1.72046e+08	3.8902e+08	3.59786e+08	3.77695e+08	1.96504e+08	1.84382e+08	1.82372e+08
P0C2H6		RPL27A		5	0	4.57173e+08	5.22723e+08	4.61678e+08	2.39991e+08	2.307e+08	2.2401e+08	3.73912e+08	4.2754e+08	4.7061e+08	2.04816e+08	2.00832e+08	1.94281e+08
P0C2H8		RPL31A		5	0	3.09553e+08	3.39966e+08	3.03e+08	2.50635e+08	2.51106e+08	2.4028e+08	3.38201e+08	3.72855e+08	3.82967e+08	1.87831e+08	1.82292e+08	2.14979e+08
P0C2I3		TY1B-DR6		7	0	1.54387e+08	1.57528e+08	1.47052e+08	7.97443e+07	7.43622e+07	7.13526e+07	1.548e+08	1.67418e+08	1.48266e+08	7.23749e+07	7.64218e+07	6.65718e+07
P0C7P4		UQCRFS1P1		3	0	9.37085e+06	9.46646e+06	9.63445e+06	1.35197e+07	1.36341e+07	1.17226e+07	1.18781e+07	1.31077e+07	1.59402e+07	1.55619e+07	1.67155e+07	1.72168e+07
P0C8J8		gatZ		1	1										2.55186e+06	2.87484e+06	2.55331e+06
P0CE47		tufA		12	0	4.14956e+07	4.62239e+07	4.23167e+07	1.96535e+08	1.87272e+08	2.07081e+08	4.552e+07	4.47316e+07	4.52833e+07	1.89696e+08	1.82731e+08	1.79743e+08
P0CS90		SSC1		18	14	3.42584e+08	3.84463e+08	3.81476e+08	2.39541e+08	2.36939e+08	2.04048e+08	3.25156e+08	3.3991e+08	3.12093e+08	1.76753e+08	1.7935e+08	1.66234e+08
P0CT04		PBI2		2	2	1.17995e+08	1.2652e+08	1.10811e+08	4.34715e+07	4.57048e+07	4.20158e+07	1.17757e+08	1.30349e+08	9.40619e+07	5.18784e+07	5.10857e+07	4.85567e+07
P0CX23		RPL20A		7	0	3.74979e+08	3.89479e+08	3.77632e+08	2.04253e+08	1.92255e+08	1.87348e+08	3.64739e+08	3.69659e+08	3.71538e+08	1.83818e+08	1.7881e+08	1.6889e+08
P0CX25		RPL43A		3	0	3.29424e+07	4.41604e+07	3.65723e+07	1.16901e+07	9.13793e+06	1.2795e+07	4.89267e+07	4.36805e+07	4.03949e+07	2.13727e+07	1.73292e+07	1.74682e+07
P0CX29		RPS23A		1	0	5.18671e+07	5.61338e+07	4.99906e+07	2.65382e+07	2.90604e+07	2.75229e+07	6.02507e+07	6.45707e+07	6.74526e+07	2.82759e+07	2.70418e+07	2.60279e+07
P0CX31		RPS24A		5	0	4.8453e+08	4.43068e+08	4.6453e+08	2.83185e+08	2.50902e+08	2.14284e+08	4.40911e+08	4.11751e+08	4.12676e+08	2.32213e+08	2.30016e+08	2.18333e+08
P0CX33		RPS30A		1	0	2.24646e+08	2.46568e+08	2.21769e+08	1.05897e+08	1.05686e+08	1.1209e+08	2.52673e+08	1.8961e+08	1.88611e+08	1.02906e+08	1.03458e+08	9.67084e+07
P0CX35		RPS4A		11	0	3.64842e+08	4.19957e+08	3.67148e+08	2.85845e+08	2.44921e+08	2.76828e+08	3.51899e+08	3.7878e+08	3.80799e+08	2.00854e+08	2.00471e+08	2.18946e+08
P0CX37		RPS6A		6	0	5.37748e+08	6.32583e+08	5.56348e+08	3.03092e+08	3.0502e+08	3.28205e+08	4.69545e+08	4.31611e+08	4.4303e+08	2.50984e+08	2.47623e+08	2.26251e+08
P0CX39		RPS8A		5	0	5.12668e+08	5.56845e+08	5.38448e+08	3.40695e+08	3.21921e+08	2.92373e+08	5.21264e+08	5.42087e+08	5.88086e+08	2.72983e+08	2.69616e+08	2.54612e+08
P0CX41		RPL23A		5	0	2.13095e+08	2.61281e+08	2.58119e+08	1.22334e+08	1.13943e+08	1.48434e+08	2.61679e+08	3.01921e+08	3.02659e+08	1.48645e+08	1.66107e+08	1.49339e+08
P0CX43		RPL1A		4	0	3.33416e+08	3.92117e+08	3.50742e+08	1.57812e+08	1.49447e+08	1.56579e+08	3.29173e+08	3.93699e+08	3.98059e+08	1.63221e+08	1.64092e+08	1.53645e+08
P0CX45		RPL2A		5	0	3.22444e+08	3.52838e+08	3.23237e+08	1.73918e+08	1.61216e+08	1.78014e+08	3.04625e+08	2.84721e+08	2.9276e+08	1.5558e+08	1.59696e+08	1.45123e+08
P0CX47		RPS11A		9	0	3.42553e+08	3.90978e+08	3.317e+08	1.83765e+08	1.88006e+08	1.78955e+08	3.43968e+08	3.38882e+08	2.99985e+08	1.71231e+08	1.66235e+08	1.64995e+08
P0CX49		RPL18A		3	0	3.62681e+08	4.66741e+08	5.02554e+08	2.84744e+08	2.8817e+08	2.2424e+08	4.15468e+08	4.05989e+08	4.06741e+08	2.22619e+08	2.16857e+08	2.08444e+08
P0CX51		RPS16A		6	0	4.32459e+08	4.2909e+08	3.71002e+08	2.56011e+08	2.70129e+08	3.05737e+08	4.23928e+08	4.68656e+08	4.3919e+08	2.38274e+08	2.34228e+08	2.10566e+08
P0CX53		RPL12A		5	0	4.34009e+08	4.81899e+08	4.13716e+08	1.95883e+08	1.90639e+08	1.91637e+08	4.00192e+08	4.45847e+08	4.16135e+08	1.86556e+08	1.83761e+08	1.76541e+08
P0CX55		RPS18A		8	0	3.83958e+08	4.72058e+08	4.51622e+08	2.29976e+08	2.15674e+08	2.06884e+08	4.26907e+08	4.35933e+08	4.20196e+08	2.02827e+08	2.03498e+08	1.89488e+08
P0CX82		RPL19A		4	0	3.26246e+08	3.95054e+08	4.02682e+08	2.28789e+08	2.13715e+08	1.84515e+08	4.36533e+08	4.45155e+08	3.96442e+08	1.85767e+08	1.80819e+08	1.7416e+08
P0CX84		RPL35A		2	0	5.0803e+08	5.07696e+08	5.5555e+08	3.79627e+08	3.10436e+08	2.93603e+08	4.81201e+08	4.61739e+08	4.7531e+08	2.66565e+08	2.68547e+08	2.53127e+08
P0DMM9		SULT1A3		1	0	2.40751e+06	1.4806e+06	2.15095e+06	2.65572e+06	3.35386e+06	1.74083e+06	3.10597e+06	3.77158e+06	2.99901e+06	4.28946e+06	6.20912e+06	4.23339e+06
P0DMV8		HSPA1A		13	0	1.33693e+08	1.33417e+08	1.3628e+08	1.54261e+08	1.57208e+08	1.57711e+08	1.15601e+08	1.18953e+08	1.20395e+08	1.34283e+08	1.31073e+08	1.27189e+08
P0DP23		CALM1		4	0	1.38379e+08	1.62223e+08	1.40547e+08	2.30313e+08	1.81169e+08	2.05037e+08	1.48895e+08	1.48955e+08	1.55474e+08	1.75078e+08	1.76758e+08	1.74609e+08
P0DPI2		GATD3		2	2	1.70958e+07	1.44714e+07	1.58331e+07	2.51172e+07	1.74994e+07	1.71457e+07	1.81672e+07	1.31713e+07	2.03171e+07	1.8902e+07	1.88793e+07	1.80918e+07
P0DTT0		bipA		1	1				3.71547e+06	4.39611e+06					1.5896e+06	1.82832e+06	1.54815e+06
P10080		SBP1		5	5	4.01726e+07	4.63442e+07	4.18331e+07	2.44359e+07	2.68146e+07	2.78312e+07	4.61924e+07	4.64546e+07	5.36713e+07	2.65278e+07	2.53977e+07	2.6893e+07
P10081		TIF1		12	11	2.95712e+08	2.63069e+08	2.9569e+08	1.74857e+08	1.69784e+08	1.4774e+08	2.92256e+08	2.88714e+08	3.1148e+08	1.47813e+08	1.45031e+08	1.37805e+08
P10155		RO60		1	1	949480	1.40512e+06	697412	2.03703e+06	2.29187e+06	1.78063e+06	2.34874e+06	2.48566e+06	2.38212e+06	2.45795e+06	2.28693e+06	3.21506e+06
P10321		HLA-C		3	2	2.43234e+07	1.75396e+07	1.62492e+07	2.51278e+07	2.72425e+07	2.52265e+07	2.80404e+07	2.57999e+07	2.73724e+07	2.51399e+07	2.46773e+07	2.42545e+07
P10412		H1-4		4	1	1.13653e+09	1.26279e+09	1.06978e+09	1.06974e+09	1.04825e+09	1.05055e+09	1.1932e+09	1.12661e+09	9.52759e+08	1.02908e+09	1.03174e+09	9.29752e+08
P10591		SSA1		27	7	1.4162e+09	1.72533e+09	1.70053e+09	1.12947e+09	1.08846e+09	1.01142e+09	1.63851e+09	1.67354e+09	1.61634e+09	9.00712e+08	8.91213e+08	8.61069e+08
P10592		SSA2		8	6	4.25541e+08	6.26453e+08	5.64664e+08	3.00729e+08	2.7519e+08	2.73648e+08	5.97194e+08	5.36631e+08	5.56025e+08	2.74211e+08	2.60631e+08	2.64174e+08
P10599		TXN		4	4	3.7016e+08	4.03147e+08	4.10202e+08	3.98624e+08	3.7044e+08	3.77262e+08	4.05917e+08	4.34616e+08	4.27801e+08	4.60762e+08	4.73859e+08	4.80778e+08
P10606		COX5B		2	2	4.14278e+07	4.81012e+07	4.78362e+07	5.91843e+07	5.78649e+07	6.32487e+07	4.20254e+07	4.22965e+07	4.12295e+07	4.84803e+07	5.08093e+07	4.6066e+07
P10614		ERG11		3	3	7.32053e+06	8.70058e+06	8.55897e+06	3.74519e+06	3.24003e+06	3.69158e+06	1.11477e+07	1.32542e+07	1.31304e+07	5.75749e+06	6.1634e+06	7.37311e+06
P10620		MGST1		1	1	3.14474e+07	3.62636e+07	2.76984e+07	3.02749e+07	2.7565e+07	3.81945e+07	2.60894e+07	2.8868e+07	2.86503e+07	2.95461e+07	2.83108e+07	2.81883e+07
P10622		RPP1B		2	2	3.19302e+08	4.21181e+08	3.81405e+08	3.43584e+08	3.40437e+08	2.31027e+08	3.78455e+08	3.70299e+08	3.81842e+08	1.86113e+08	1.9048e+08	1.83722e+08
P10659		SAM1		8	6	2.97534e+08	3.0192e+08	2.87341e+08	1.75164e+08	1.72313e+08	1.77935e+08	2.47952e+08	2.53242e+08	2.53145e+08	1.43066e+08	1.49712e+08	1.35715e+08
P10664		RPL4A		10	2	4.09435e+08	4.69646e+08	4.20222e+08	2.47858e+08	2.35645e+08	2.473e+08	3.80184e+08	3.78721e+08	3.80472e+08	2.01946e+08	1.99264e+08	1.97598e+08
P10768		ESD		2	2	3.79057e+06	4.6495e+06	4.14605e+06	3.75566e+06	3.38691e+06	3.42447e+06	4.85645e+06	5.25636e+06	4.60396e+06	5.48685e+06	5.58463e+06	5.92e+06
P10809		HSPD1		20	20	2.71824e+08	2.92639e+08	2.87652e+08	3.3869e+08	3.24817e+08	3.12411e+08	2.81108e+08	2.79908e+08	2.93902e+08	2.91748e+08	2.8556e+08	2.8193e+08
P10869		HOM3		2	2	6.38728e+06	6.12965e+06	5.37863e+06	2.04906e+06	1.33431e+06	1.20464e+06	8.69055e+06	9.63904e+06	7.79867e+06	2.76218e+06	2.98174e+06	2.64949e+06
P10909		CLU		1	1	3.2068e+06	6.59058e+06	5.18258e+06	4.11797e+06	4.51439e+06	4.46447e+06	6.83356e+06	6.45226e+06	6.25153e+06	5.41533e+06	4.93072e+06	5.10225e+06
P10963		PCK1		1	1	3.00181e+06	1.39448e+06	2.72196e+06			486918	7.0628e+06	8.68577e+06	6.30254e+06	3.15664e+06	3.136e+06	3.10333e+06
P10964		RPA190		2	2	1.5587e+07	2.38673e+07	1.64361e+07	5.20836e+06	6.59122e+06	6.05859e+06	1.57714e+07	1.28865e+07	1.17562e+07	4.8089e+06	6.86274e+06	5.4821e+06
P11021		HSPA5		18	17	2.47603e+08	2.86491e+08	2.53271e+08	3.1835e+08	2.87977e+08	2.86561e+08	2.51896e+08	2.57927e+08	2.55677e+08	2.63236e+08	2.56446e+08	2.4462e+08
P11075		SEC7		4	4	5.84513e+06	7.29191e+06	5.05283e+06	2.91792e+06	1.21233e+06	3.64122e+06	9.24151e+06	8.67637e+06	9.71555e+06	4.01733e+06	4.19785e+06	4.27672e+06
P11076		ARF1		1	1	6.19588e+07	5.50964e+07	8.404e+07	4.16775e+07	3.84039e+07	2.93617e+07	7.91999e+07	7.33983e+07	7.5981e+07	3.46199e+07	3.76186e+07	3.35942e+07
P11142		HSPA8		18	12	3.8771e+08	4.29122e+08	4.01481e+08	4.58387e+08	4.31809e+08	4.32542e+08	3.87298e+08	3.75874e+08	3.66555e+08	3.77947e+08	3.72767e+08	3.71246e+08
P11154		PYC1		18	2	5.57883e+07	6.1454e+07	5.67308e+07	3.65755e+07	3.29745e+07	3.24916e+07	6.26971e+07	5.95771e+07	6.05972e+07	3.08908e+07	2.97272e+07	3.07878e+07
P11166		SLC2A1		1	1			831411		422394		3.51449e+06	3.39715e+06	3.65408e+06	2.00396e+06	1.83427e+06	2.10403e+06
P11177		PDHB		2	2	5.98237e+06	8.61157e+06	9.46301e+06	3.37059e+06	4.19261e+06	6.02812e+06	8.95736e+06	8.42823e+06	7.96095e+06	8.3315e+06	7.72345e+06	8.03253e+06
P11216		PYGB		1	1	1.15201e+06	1.63027e+06	1.08682e+06	1.03969e+06	1.0279e+06	1.18485e+06	2.50733e+06	2.41269e+06	2.54344e+06	2.33734e+06	2.87822e+06	2.28078e+06
P11279		LAMP1		1	1	3.00852e+07	3.54902e+07	3.01884e+07	2.90939e+07	2.1854e+07	3.02094e+07	2.52178e+07	3.63674e+07	3.66528e+07	2.81837e+07	2.90863e+07	2.58065e+07
P11310		ACADM		1	1	2.46358e+06	2.94245e+06	2.19147e+06	1.77337e+06	1.61328e+06	1.71306e+06	2.064e+06	2.25814e+06	2.23618e+06	2.16295e+06	2.17569e+06	1.89679e+06
P11387		TOP1		5	5	2.29876e+07	2.38617e+07	2.41769e+07	2.36078e+07	2.22985e+07	2.26799e+07	2.39296e+07	2.59113e+07	2.12533e+07	2.17829e+07	2.17986e+07	2.04288e+07
P11388		TOP2A		2	2	2.2802e+06	2.33273e+06	3.21721e+06	4.66511e+06	6.36875e+06	5.00849e+06	4.67176e+06	5.77252e+06	5.31471e+06	6.88435e+06	6.40554e+06	6.55695e+06
P11412		ZWF1		9	9	3.55393e+07	3.60919e+07	3.40499e+07	1.47148e+07	1.61327e+07	1.37112e+07	3.57593e+07	3.78511e+07	3.36717e+07	1.53633e+07	1.48846e+07	1.54706e+07
P11413		G6PD		9	9	3.75375e+07	4.0268e+07	3.74145e+07	4.11706e+07	4.35003e+07	4.2588e+07	5.36484e+07	5.61144e+07	5.20947e+07	4.98572e+07	5.06024e+07	4.72788e+07
P11484		SSB1		2	2	2.32831e+08	2.64424e+08	2.25737e+08	2.3602e+08	2.43558e+08	1.63243e+08	2.65591e+08	2.79191e+08	2.71329e+08	1.55944e+08	1.59311e+08	1.50298e+08
P11491		PHO8		2	2	8.46341e+06	8.49183e+06	8.10923e+06	817086	1.28047e+06	861302	9.2505e+06	9.52836e+06	1.01235e+07	2.77329e+06	3.57126e+06	4.66739e+06
P11498		PC		1	1	4.14976e+06	5.70013e+06	2.39121e+06	3.49446e+06	4.49151e+06	4.31076e+06	6.18897e+06	3.54881e+06	3.69638e+06	4.88063e+06	3.83524e+06	4.37597e+06
P11586		MTHFD1		16	16	4.01828e+07	4.32297e+07	3.93746e+07	5.30875e+07	5.24486e+07	4.93634e+07	4.16341e+07	4.12051e+07	4.43408e+07	4.66144e+07	4.59006e+07	4.29744e+07
P11632		NHP6A		1	1	8.9226e+07	9.43382e+07	8.81391e+07	4.03277e+07	3.92152e+07	4.18455e+07	9.07346e+07	6.6247e+07	6.72132e+07	3.86524e+07	3.63378e+07	3.64431e+07
P11633		NHP6B		1	1	2.24165e+07	2.52656e+07	2.25702e+07	9.75195e+06	9.85502e+06	9.27781e+06	1.90708e+07	1.42479e+07	1.61266e+07	8.68004e+06	8.67575e+06	8.2935e+06
