Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115025008.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115033552.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115204614.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115221736.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115213154.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115230314.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115174338.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115191457.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115182919.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115200036.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115042134.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115045713.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115002713.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115013840.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115010255.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115021423.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115144058.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115161218.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115152638.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115113819.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115165758.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115130939.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115122357.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115135518.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114220425.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114231551.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114205301.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114235131.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114224008.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114212844.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115100659.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115083541.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114160714.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114171857.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115105239.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115092119.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115053257.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115070419.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114183015.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115075001.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115061839.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114175434.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114164316.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114190554.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114194135.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114201718.raw
P0AFG3		sucA		15	15	518104	2.0698e+06	573709	490877	2.28299e+06	2.17031e+06	334222	439659	1.97735e+06	2.12025e+06	520735	2.18861e+06	469288	507824	2.10819e+06	2.11909e+06	453474	502690	2.20381e+06	472669	2.14982e+06	478341	2.12018e+06	2.25062e+06	522617	486555	582207	2.21733e+06	2.27773e+06	2.18123e+06	567895	440854	466347	610066	517366	2.27887e+06	2.13139e+06	634138	527212	2.16255e+06	573869	2.05269e+06	2.23929e+06	2.22612e+06	2.09015e+06	2.1383e+06	536072	2.04808e+06
P0AFG6		sucB		6	6	1.45849e+06	5.39074e+06	1.41446e+06	1.21733e+06	5.16323e+06	5.03842e+06	1.35244e+06	1.50603e+06	5.3013e+06	5.43282e+06	1.28376e+06	5.33009e+06	1.43893e+06	1.34859e+06	5.16181e+06	5.1053e+06	1.49672e+06	1.39465e+06	5.40445e+06	1.53207e+06	5.25675e+06	1.45622e+06	5.17194e+06	5.57694e+06	1.24968e+06	1.32613e+06	1.3867e+06	4.6202e+06	5.01525e+06	4.78773e+06	1.51523e+06	1.48162e+06	1.43106e+06	1.51281e+06	1.51443e+06	5.91607e+06	5.32009e+06	1.42012e+06	1.46958e+06	5.60102e+06	1.38545e+06	5.53599e+06	5.23589e+06	4.89039e+06	5.28264e+06	5.2632e+06	1.46026e+06	5.13234e+06
P0AFG8		aceE		13	13	679239	2.47822e+06	598597	517735	2.34802e+06	2.2355e+06	582344	621329	2.40706e+06	2.6922e+06	746320	2.30571e+06	620688	650313	2.4733e+06	2.53721e+06	687915	643109	2.50965e+06	646647	2.49285e+06	620679	2.55428e+06	2.53259e+06	736133	632848	618676	2.41029e+06	2.35877e+06	2.38235e+06	637601	657124	550792	755381	739082	2.6393e+06	2.50676e+06	633778	581158	2.57641e+06	669691	2.56407e+06	2.53372e+06	2.58508e+06	2.41438e+06	2.59422e+06	690015	2.64749e+06
P0AFH8		osmY		7	7	2.53767e+06	9.19578e+06	2.50875e+06	2.57651e+06	8.75974e+06	8.38308e+06	2.66916e+06	2.60993e+06	8.70884e+06	9.08353e+06	2.49341e+06	8.52802e+06	2.78915e+06	2.46264e+06	8.57405e+06	9.05272e+06	2.42348e+06	2.29636e+06	8.80643e+06	2.34919e+06	8.61634e+06	2.43389e+06	9.00361e+06	8.45937e+06	2.4102e+06	2.38856e+06	2.46801e+06	8.20491e+06	8.20591e+06	8.29749e+06	2.2681e+06	2.38473e+06	2.70412e+06	2.58135e+06	2.60352e+06	9.1678e+06	9.07532e+06	2.35886e+06	2.49066e+06	8.36814e+06	2.55827e+06	8.67318e+06	8.85866e+06	8.79477e+06	8.31016e+06	8.67837e+06	2.52987e+06	8.46893e+06
P0AFP6		ybgI		2	2	17730.4	114508	16531.7		126247	97161.1		25546.2	122496	93381.9		121144	14881.7	25675.7	120188	110545			117606		104086	19196.7	128740	120331	22246.7			94959.9	99801.9	114977		20077.1	20486.9	21219.8	14565.6	98461.6	129156	34422.4	11246.6	125893	29580.8	144086	125384	157842	123639	117194	24194.6	138491
P0AG30		rho		5	5	157340	595514	125436	128802	595082	564054	136415	142466	605566	653047	160835	577485	164730	172458	678380	689295	197755	163216	567705	165635	670918	169286	691334	642736	134502	197696	195255	697208	684277	721679	115106	174796	164303	175424	178645	608352	582028	169769	132726	604398	200863	605718	608096	612252	611526	587356	143493	615063
P0AG44		rplQ		3	3	2.74341e+06	9.24377e+06	2.74345e+06	2.45781e+06	1.312e+07	1.10958e+07	2.53985e+06	2.28818e+06	1.02946e+07	1.16977e+07	2.73611e+06	9.56262e+06	2.58981e+06	2.15912e+06	8.80131e+06	8.94863e+06	2.564e+06	2.48744e+06	9.56773e+06	2.32133e+06	9.42321e+06	2.58564e+06	1.01703e+07	8.67697e+06	2.08839e+06	2.27316e+06	2.07506e+06	8.67085e+06	8.23394e+06	8.25816e+06	2.06304e+06	2.33993e+06	2.6197e+06	1.935e+06	1.8991e+06	1.02393e+07	1.01621e+07	2.2002e+06	2.21898e+06	8.85709e+06	1.78961e+06	8.83089e+06	9.67605e+06	8.39648e+06	8.43401e+06	8.8947e+06	2.5049e+06	9.12622e+06
P0AG48		rplU		3	3	1.51513e+06	8.02194e+06	1.51563e+06	1.57552e+06	8.49584e+06	7.23275e+06	2.03399e+06	2.01107e+06	9.94468e+06	8.97979e+06	1.75488e+06	6.89985e+06	1.71248e+06	1.74551e+06	7.19352e+06	7.70745e+06	1.95711e+06	1.92762e+06	8.8076e+06	1.95329e+06	9.12802e+06	2.12878e+06	8.45424e+06	9.37543e+06	1.50315e+06	1.64562e+06	1.64363e+06	7.84512e+06	7.64987e+06	7.99324e+06	1.87369e+06	2.01958e+06	1.99233e+06	1.3964e+06	1.53839e+06	8.98132e+06	7.43241e+06	1.92246e+06	1.96422e+06	6.92595e+06	1.36813e+06	7.67067e+06	7.92497e+06	7.48221e+06	7.37318e+06	7.32947e+06	1.34831e+06	7.16321e+06
P0AG51		rpmD		1	1	576102	2.73343e+06	762156	458103	2.93673e+06	2.45269e+06	634249	529411	2.47372e+06	2.27284e+06	463805	2.09328e+06	552162	460859	2.29563e+06	2.62717e+06	635411	620212	2.81175e+06	601684	2.60489e+06	478553	2.66307e+06	2.704e+06	736314	664998	482379	2.43146e+06	2.57679e+06	2.42802e+06	576141	575464	653554	567608	562762	2.73882e+06	2.72671e+06	630699	777124	2.41428e+06	483811	2.73133e+06	2.90206e+06	2.55166e+06	2.2407e+06	2.59666e+06	526636	2.60809e+06
P0AG55		rplF		8	8	1.74472e+06	7.34376e+06	1.7802e+06	1.97206e+06	7.20749e+06	7.53666e+06	1.77074e+06	1.93984e+06	7.20209e+06	7.41972e+06	1.94335e+06	6.55078e+06	1.71061e+06	1.60952e+06	6.93087e+06	7.1393e+06	1.64527e+06	1.75994e+06	6.92544e+06	1.54087e+06	6.78183e+06	1.74119e+06	7.13603e+06	7.0344e+06	1.48045e+06	1.69207e+06	1.58208e+06	6.27977e+06	6.28211e+06	6.46451e+06	1.63691e+06	1.77049e+06	1.88929e+06	1.79884e+06	1.73065e+06	7.1732e+06	7.52319e+06	1.86725e+06	1.70852e+06	6.32305e+06	1.68204e+06	6.86595e+06	7.39176e+06	6.23568e+06	6.40248e+06	6.29567e+06	1.57252e+06	6.55387e+06
P0AG59		rpsN		2	2	217744	875436	204345	220272	788406	699736	112155	114353	571438	574647	230166	873111	192056	176003	585468	682567	200491	209133	859721	143338	790157	209049	894790	787867	250378	246375	214690	796135	837873	789756	162204	191394	227496	251428	200890	799893	758599	195101	187730	677416	234606	739191	818430	828538	710034	740364	211778	807344
P0AG67		rpsA		17	17	1.18351e+06	6.16171e+06	1.23474e+06	1.35396e+06	5.71343e+06	5.56903e+06	1.33903e+06	1.35201e+06	5.81011e+06	5.92202e+06	1.4586e+06	5.71712e+06	1.5143e+06	1.37415e+06	5.77043e+06	5.88952e+06	1.41812e+06	1.36646e+06	5.95808e+06	1.41049e+06	5.94154e+06	1.48193e+06	6.10124e+06	6.16792e+06	1.38296e+06	1.41741e+06	1.53971e+06	5.65653e+06	5.74998e+06	5.82402e+06	1.51613e+06	1.32458e+06	1.47482e+06	1.55715e+06	1.333e+06	6.12594e+06	5.93541e+06	1.56651e+06	1.46316e+06	5.8838e+06	1.53996e+06	6.00164e+06	5.92245e+06	6.01824e+06	5.94688e+06	5.89451e+06	1.52483e+06	5.64112e+06
P0AG80		ugpB		5	5	246714	1.10252e+06	258995	207600	1.00083e+06	1.03717e+06	214242	221824	998862	1.02172e+06	274182	1.2636e+06	191100	169392	860920	887941		182638	1.06699e+06	211691	1.08019e+06	231248	1.13257e+06	1.247e+06	183223	199499	156112	846366	898856	1.12503e+06	548467	235542	317196	525098	266141	1.41274e+06	1.23544e+06	265950	154464	1.32083e+06	209585	1.1999e+06	1.25434e+06	1.11742e+06	1.27586e+06	1.14817e+06	248753	1.12076e+06
P0AG86		secB		3	3	619910	2.75111e+06	763628	699828	3.03242e+06	2.86722e+06	684617	671951	2.84945e+06	2.88884e+06	596136	2.50646e+06	588216	734209	2.48289e+06	2.88349e+06	862803	737726	2.91521e+06	755080	2.43514e+06	578546	2.84972e+06	2.7917e+06	863474	774455	704736	2.51262e+06	2.74539e+06	2.89088e+06	762919	595768	873055	732668	730187	2.82472e+06	2.60051e+06	763127	637999	2.60949e+06	752279	2.32638e+06	2.6094e+06	2.47589e+06	2.71299e+06	2.64227e+06	611675	2.67432e+06
P0AGD1		sodC		4	4	283757	2.44917e+06	375001	552490	2.10385e+06	2.07845e+06	393094	535318	2.09132e+06	2.26419e+06	431380	1.99711e+06	504369	309872	2.04828e+06	1.84839e+06	375794	597305	1.8747e+06	408010	2.16254e+06	463156	2.2137e+06	1.9057e+06	481327	586313	485627	2.0038e+06	2.1405e+06	2.11552e+06	561578	519386	757136	690958	612159	2.354e+06	2.44688e+06	578470	745467	2.08508e+06	562371	2.24221e+06	2.212e+06	2.08226e+06	1.98784e+06	2.24413e+06	659494	2.07439e+06
P0AGD3		sodB		2	2	71645.4	560973	62122.9	82033	696589	624767	61140.1	52982.7	403278	334747	137789	551896			391919	361555			544698		400301	93246.2	486540	611460	66012.9			442050	495243	511124	65535.5		46297.7			502680	479639	58836.3		404463	87721.4	415379	371819	387142	400797	364089		434437
P0AGE9		sucD		9	8	1.46631e+06	6.52148e+06	1.97634e+06	1.89042e+06	6.49915e+06	7.62007e+06	1.94575e+06	2.0545e+06	7.00375e+06	7.67775e+06	2.01275e+06	7.2731e+06	2.26125e+06	2.19538e+06	6.74201e+06	7.01158e+06	2.07469e+06	1.92065e+06	6.99178e+06	1.93458e+06	7.47645e+06	1.81418e+06	7.26115e+06	6.87215e+06	2.0939e+06	1.93075e+06	1.93379e+06	7.08594e+06	7.26186e+06	6.77354e+06	2.07647e+06	1.8628e+06	2.03842e+06	2.05307e+06	1.98228e+06	7.43491e+06	7.21181e+06	1.98426e+06	1.89273e+06	7.35876e+06	2.0304e+06	6.97909e+06	7.08335e+06	7.35113e+06	7.22488e+06	6.80124e+06	2.03009e+06	7.38745e+06
P0AGJ9		tyrS		3	3		41377.3		13670.6	63128	63649		8191.82	57289.4	74963.1		54860.5		22844.3	65085.1	71565.6	16425	14614.1	52405.9	18410.2	47134.3		60139	62537.9	14639.4	10326.9	14393.2	60015.1	58867.4	60850.3	13449.4	7226.44	12194.2	17265.3	14285.5	61833	58594.9	7904.55	15023.3	72931.1	14263.2	46323.5	59826.8	69493.7	62527.9	58986.5	11141.1	56701.3
P0C018		rplR		1	1	292429	1.79673e+06	626543	425456	1.81754e+06	1.50899e+06		1.11965e+06	2.32338e+06	2.22662e+06	629992	1.65574e+06	955099	970609	1.58608e+06	2.10685e+06	579488	588744	2.05163e+06	529643	2.06507e+06	488195	2.43004e+06	2.01863e+06		562653	738278	1.94538e+06	2.02148e+06	1.90646e+06		636752	620579			2.14521e+06	1.97513e+06	661008	544655	2.09543e+06		2.00333e+06	2.04633e+06	2.04557e+06	1.82315e+06	1.94865e+06		1.95225e+06
P0C0L2		osmC		5	5	2.42867e+06	1.30441e+07	2.54962e+06	2.77449e+06	1.24526e+07	1.25888e+07	2.60616e+06	3.09686e+06	1.12949e+07	1.32199e+07	3.1468e+06	1.21309e+07	2.91702e+06	3.01236e+06	1.24102e+07	1.15127e+07	2.52624e+06	3.28996e+06	1.14832e+07	2.3276e+06	1.31456e+07	2.60724e+06	1.17121e+07	1.1448e+07	3.22546e+06	2.76331e+06	2.9936e+06	1.16343e+07	1.19502e+07	1.20464e+07	3.96095e+06	3.07964e+06	3.57977e+06	3.58518e+06	3.47817e+06	1.33764e+07	1.40134e+07	3.26417e+06	3.33736e+06	1.34352e+07	3.9075e+06	1.35014e+07	1.36068e+07	1.36561e+07	1.36674e+07	1.43658e+07	3.52458e+06	1.36354e+07
P0C0L4		C4A		5	0	5.16147e+06	5.39141e+06	5.451e+06	5.41961e+06	5.70413e+06	5.52239e+06	4.88766e+06	5.63157e+06	5.36834e+06	5.47438e+06	5.04889e+06	5.39038e+06	4.39094e+06	5.22396e+06	5.73774e+06	6.05141e+06	4.99692e+06	5.2461e+06	5.45466e+06	4.93719e+06	5.25391e+06	4.97748e+06	5.55218e+06	5.18673e+06	4.78813e+06	5.06369e+06	4.59258e+06	5.42353e+06	5.33347e+06	5.06805e+06	5.52548e+06	4.80094e+06	5.24969e+06	5.00066e+06	5.00186e+06	5.53974e+06	5.45529e+06	5.03286e+06	4.80219e+06	5.09637e+06	5.5473e+06	5.19961e+06	5.12863e+06	5.16522e+06	5.12789e+06	5.34755e+06	4.98464e+06	5.37053e+06
P0C0S5		H2AZ1		3	0	6.81266e+08	6.72833e+08	6.7743e+08	6.55701e+08	6.41545e+08	6.61104e+08	7.19383e+08	7.62937e+08	7.08614e+08	7.07818e+08	6.21047e+08	6.10645e+08	6.05694e+08	5.92541e+08	6.329e+08	6.19962e+08	6.87686e+08	6.87751e+08	6.88897e+08	6.90009e+08	6.31159e+08	6.69951e+08	6.71307e+08	6.16233e+08	6.46668e+08	5.7369e+08	6.22358e+08	5.87082e+08	6.00805e+08	5.82342e+08	7.20683e+08	7.33922e+08	7.82954e+08	7.44929e+08	7.39871e+08	6.9463e+08	7.22269e+08	7.53778e+08	7.19505e+08	6.77673e+08	6.56886e+08	7.01628e+08	7.02232e+08	7.00694e+08	6.17961e+08	6.27402e+08	7.39652e+08	6.65517e+08
P0C0T4		RPS25B		4	0	5.94615e+07	3.15842e+07	6.38236e+07	6.0908e+07	2.88821e+07	2.91951e+07	6.09843e+07	6.44496e+07	2.97722e+07	3.09104e+07	6.34662e+07	3.0005e+07	5.81014e+07	5.34959e+07	2.59427e+07	2.8022e+07	5.67759e+07	5.68629e+07	3.03721e+07	6.1636e+07	2.87759e+07	6.56937e+07	3.11043e+07	2.92546e+07	4.94522e+07	5.40146e+07	5.94927e+07	2.6923e+07	2.68324e+07	2.72157e+07	5.42795e+07	5.30218e+07	5.78409e+07	6.08012e+07	5.39502e+07	2.69516e+07	2.63582e+07	5.64661e+07	5.92534e+07	2.70167e+07	5.20537e+07	2.60282e+07	2.67282e+07	2.60418e+07	2.62791e+07	2.571e+07	5.42721e+07	2.70914e+07
P0C0V8		RPS21A		7	1	1.08666e+08	5.66933e+07	1.11201e+08	1.11709e+08	5.86282e+07	5.40901e+07	1.07867e+08	1.07675e+08	5.72379e+07	5.74914e+07	8.30758e+07	5.27608e+07	1.01322e+08	9.80743e+07	4.9599e+07	5.19675e+07	1.03092e+08	9.74825e+07	5.0385e+07	9.55614e+07	4.90084e+07	9.90908e+07	5.22345e+07	5.02924e+07	8.9457e+07	9.18772e+07	9.24139e+07	4.69128e+07	4.6096e+07	4.65172e+07	1.0201e+08	1.06139e+08	1.04918e+08	9.40666e+07	9.0532e+07	5.82161e+07	5.67835e+07	1.05342e+08	1.07829e+08	5.1066e+07	9.98008e+07	5.35172e+07	5.24585e+07	5.12477e+07	5.02735e+07	5.11082e+07	1.00663e+08	5.12236e+07
P0C0W1		RPS22A		7	0	4.13525e+07	2.35151e+07	4.28197e+07	4.19552e+07	2.30861e+07	2.18615e+07	4.43943e+07	4.32267e+07	2.20905e+07	2.22349e+07	5.29982e+07	2.40824e+07	4.96867e+07	4.9753e+07	2.36186e+07	2.31167e+07	4.03461e+07	3.95026e+07	2.13987e+07	4.27082e+07	2.11328e+07	4.40041e+07	2.1304e+07	2.16948e+07	4.60492e+07	4.36471e+07	4.59747e+07	2.11575e+07	2.09967e+07	2.19196e+07	5.46881e+07	4.43447e+07	4.8817e+07	5.72755e+07	5.26649e+07	2.53234e+07	2.5378e+07	4.89125e+07	4.73025e+07	2.64073e+07	5.38925e+07	2.56742e+07	2.45703e+07	2.50957e+07	2.60468e+07	2.57097e+07	5.29679e+07	2.63223e+07
P0C0W9		RPL11A		6	0	7.53561e+07	3.81077e+07	7.95743e+07	7.31876e+07	3.90312e+07	4.08992e+07	7.68717e+07	7.55187e+07	3.62749e+07	3.80256e+07	7.24868e+07	3.52397e+07	6.90225e+07	6.04954e+07	3.46892e+07	3.39632e+07	7.62023e+07	7.63686e+07	3.8994e+07	7.73973e+07	3.91257e+07	7.85915e+07	3.84227e+07	3.88355e+07	6.87765e+07	7.034e+07	7.04022e+07	3.46333e+07	3.3697e+07	3.53003e+07	7.21716e+07	7.7031e+07	7.87027e+07	7.9529e+07	7.77429e+07	4.11402e+07	4.00219e+07	7.73954e+07	7.4528e+07	3.71593e+07	7.32174e+07	3.66226e+07	3.95283e+07	3.6115e+07	3.50041e+07	3.52602e+07	7.47006e+07	3.58842e+07
P0C0X0		RPS28B		3	0	7.17019e+07	4.30886e+07	8.44704e+07	7.71361e+07	4.65654e+07	4.70361e+07	1.0312e+08	1.02725e+08	5.78706e+07	5.97641e+07	7.31866e+07	4.48503e+07	8.8913e+07	8.62279e+07	5.04579e+07	5.17687e+07	9.58774e+07	8.12183e+07	5.49365e+07	8.01645e+07	5.0435e+07	9.20892e+07	4.79931e+07	5.36909e+07	8.4527e+07	7.12362e+07	8.13718e+07	4.61448e+07	4.758e+07	4.66876e+07	7.91367e+07	7.05768e+07	6.89899e+07	7.62741e+07	7.1996e+07	4.74569e+07	4.95769e+07	7.43995e+07	8.29411e+07	4.07461e+07	7.33896e+07	4.41057e+07	4.88072e+07	4.04817e+07	4.20117e+07	4.30445e+07	7.18219e+07	4.37976e+07
P0C2H6		RPL27A		7	0	1.29005e+08	6.25652e+07	1.32695e+08	1.28365e+08	6.57068e+07	6.61514e+07	1.14863e+08	1.19033e+08	5.81886e+07	6.13037e+07	1.28081e+08	6.16543e+07	1.13719e+08	1.03379e+08	5.50447e+07	5.463e+07	1.20913e+08	1.2473e+08	6.23606e+07	1.28403e+08	6.33238e+07	1.25593e+08	6.25393e+07	6.0068e+07	1.12706e+08	1.14097e+08	1.17927e+08	5.68339e+07	5.84112e+07	5.72498e+07	1.21362e+08	1.22385e+08	1.22577e+08	1.25842e+08	1.18016e+08	6.47786e+07	6.45035e+07	1.26267e+08	1.21173e+08	5.73459e+07	1.22518e+08	6.1165e+07	6.23165e+07	5.96693e+07	5.9967e+07	6.00014e+07	1.1744e+08	6.02974e+07
P0C2H8		RPL31A		8	1	8.37863e+07	3.95152e+07	8.07451e+07	8.26348e+07	3.97027e+07	4.03945e+07	7.61534e+07	8.05617e+07	4.18713e+07	4.1191e+07	7.47056e+07	3.68883e+07	7.58669e+07	7.62084e+07	3.71486e+07	3.62074e+07	7.45071e+07	7.59702e+07	3.80866e+07	7.14657e+07	3.84623e+07	7.57849e+07	3.95608e+07	3.83907e+07	7.4814e+07	7.12098e+07	6.85568e+07	3.53834e+07	3.55668e+07	3.6704e+07	7.62036e+07	8.02583e+07	7.83638e+07	7.4116e+07	7.02997e+07	4.1095e+07	4.10951e+07	7.43436e+07	7.76607e+07	3.65525e+07	8.09883e+07	3.81324e+07	3.82877e+07	3.73471e+07	3.69892e+07	3.62306e+07	7.51727e+07	3.70728e+07
P0C2H9		RPL31B		1	1	1.99913e+06	990916	2.03865e+06	1.92351e+06	1.01426e+06	852293	1.97323e+06	2.20198e+06	1.02182e+06	1.09063e+06	1.95196e+06	863740	2.16714e+06	1.87491e+06	1.03235e+06	1.06903e+06	2.34715e+06	1.93834e+06	1.03307e+06	2.02898e+06	830284	2.03869e+06	957824	1.04675e+06	2.11707e+06	2.01066e+06	2.18474e+06	1.06878e+06	1.00617e+06	1.0149e+06	2.25591e+06	1.95102e+06	2.13304e+06	2.15689e+06	1.93951e+06	876763	867299	1.76912e+06	2.07812e+06	946633	2.10776e+06	985856	887826	834852	989099	841833	2.17076e+06	1.05616e+06
P0C2I4		TY1A-H		13	0	3.40595e+07	1.58549e+07	3.11521e+07	3.11485e+07	1.47876e+07	1.40964e+07	3.25356e+07	3.22412e+07	1.44774e+07	1.43513e+07	3.12678e+07	1.50981e+07	2.80416e+07	2.93542e+07	1.33561e+07	1.39995e+07	3.3039e+07	3.26986e+07	1.51846e+07	3.26507e+07	1.47047e+07	3.23485e+07	1.52571e+07	1.55155e+07	2.88125e+07	2.87654e+07	3.00551e+07	1.40087e+07	1.49049e+07	1.37297e+07	2.72658e+07	2.82016e+07	3.01671e+07	3.0996e+07	2.94456e+07	1.48914e+07	1.4377e+07	3.1365e+07	3.07094e+07	1.35726e+07	2.73628e+07	1.35438e+07	1.41377e+07	1.37746e+07	1.40947e+07	1.36712e+07	2.91016e+07	1.356e+07
P0C5N3		YGL041W-A		1	1	17333.6	13195.6		27356.2	5773.99		31577	29091.7	12730.5	10495.2	13769.5		42757.4	41093.2	24931.6	13682.9	39012.2	42450.6	6492.55			28930.3	8016.78		28235.8	60690.4	42701.3	2776.71	17573.6	10524.8	20438.5	28015.2	15893.6	51624.4	31161.6	11889.2	5735.57	35503.5	18968.3		25450.2			15469.3	6680.66	11723.5	23336.5	15127
P0C8J8		gatZ		5	4	405480	1.9372e+06	258847	358887	2.05684e+06	1.8632e+06	379581	341731	1.72905e+06	1.89282e+06	360761	1.72445e+06	348051	285368	1.76432e+06	1.8025e+06	312243	420218	1.94812e+06	378934	1.73429e+06	407854	1.8968e+06	1.97296e+06	446561	434158	425064	1.83612e+06	1.85417e+06	1.71667e+06	414170	390089	414592	347093	414994	1.86159e+06	1.95471e+06	400036	481740	1.95947e+06	410131	1.90248e+06	1.98867e+06	1.78531e+06	1.72568e+06	1.94072e+06	417071	1.97756e+06
P0CE47		tufA		16	0	1.43013e+07	5.23433e+07	1.40667e+07	1.447e+07	5.16997e+07	5.28567e+07	1.2949e+07	1.30314e+07	4.63349e+07	4.77777e+07	1.35579e+07	4.67364e+07	1.3125e+07	1.26815e+07	4.40159e+07	4.30046e+07	1.49716e+07	1.48031e+07	5.17437e+07	1.42435e+07	5.03133e+07	1.46157e+07	5.11775e+07	5.10911e+07	1.30513e+07	1.37234e+07	1.33532e+07	4.5915e+07	4.80216e+07	4.68928e+07	1.07724e+07	1.12731e+07	1.24917e+07	1.18637e+07	1.17684e+07	4.46437e+07	4.40952e+07	1.17499e+07	1.20481e+07	4.13772e+07	1.13378e+07	4.22425e+07	4.25679e+07	4.04983e+07	4.04582e+07	4.03069e+07	1.11743e+07	4.01641e+07
P0CH08		RPL40A		2	0	3.13349e+07	1.53525e+07	3.00346e+07	2.49634e+07	1.48454e+07	1.35397e+07	3.70155e+07	3.74697e+07	1.56074e+07	1.53468e+07	2.91379e+07	1.44334e+07	3.68148e+07	3.79506e+07	1.64009e+07	1.54485e+07	3.23464e+07	2.84469e+07	1.5799e+07	3.42519e+07	1.60354e+07	3.48737e+07	1.5496e+07	1.58349e+07	3.08054e+07	3.02832e+07	3.43251e+07	1.54521e+07	1.49182e+07	1.46967e+07	4.39317e+07	2.63786e+07	2.81988e+07	3.98093e+07	3.00284e+07	1.6415e+07	1.66584e+07	3.41557e+07	3.40598e+07	1.58755e+07	2.80986e+07	1.46363e+07	1.54269e+07	1.43625e+07	1.61639e+07	1.56905e+07	3.68387e+07	1.46564e+07
